fear	asli nu ngeunah ngarinding ngadenge lengser wengi
joy	aslinya hayang seuri
anger	asli tangkurakna nu netral kudu dirujadkeun areuweuh akhlakan
anger	teunggeul punukna ku gagang pacul nu ngahiliwir
fear	asa nu leukleuk keueung hirup di zaman sontoloyo
anger	mana jelemana mang podaran ku nu alit aing
fear	ngadegdeg sieun barca nu makruh eleh
joy	asa ragrag jajantung nu betot bingah ammarwatasuta
fear	loba anu nu rencangna labuh keueung kieu
fear	aing sieun nu eraan ngasaan jiga kieu anjing
anger	nyinyir terus nu baleg nu nekad goblog babangus teh
joy	bagja urang ningali babaturan nu boncel sukses
fear	goblog paling geus hoream ngadenge lengser wengi nu ingkeun
fear	aing sieun ngadenge suara ambulan nu bajir
fear	goblok nu bener ngadadak muringkak aing
fear	asa nu telik sarieun kieu gusti
fear	komplek perumahan si uwa nu dorong sarieun kieu
anger	rujit sia beungeut sia nu waas siga takokak
fear	muringkak bulu kuduk nempoan foto di nu transparan sleman
fear	sieun kieu nu kaperak-perakan hujan angin boy
anger	aing hayang nu langsip neunggeul ieu jelema
anger	ijid anjing ka nu garoblog jelema anu sok panjang leungeun teh
anger	bagong corona nyusahkeun pisan si anjing nu lengkep
joy	asa sumringah kieu hate teh nu ripuh
fear	sieun ngadenge sora bangkong jam sakieu nu carang-carang
joy	ngeunah seuri macaan nu parasea beda nu lanca-linci basa
fear	sararieun kieu gara gara nu pengkuh covid-19
joy	asa bingah ningal istri rambut nu adem pondok teh
joy	sumpah atoh pisan kaluar imah nu deoh
fear	sarieunna tea keur corona kieu kaluar
joy	nuhun ieu nu jauh pamajikan seuseurian ningal nu acuk beureum
sadness	ngoceak raga nu papisah jeung nyawa
