anger	gebug punukna ku gagang pacul
anger	mana jelemana mang podaran ku aing
fear	ngadegdeg sieun barca keok
anger	nyinyir terus nu baleg goblog babangus teh
joy	bagja urang ningali babaturan sukses
fear	komplek perumahan si uwa sarieun itu
anger	belegug kehed silaing cicing wae anjing
anger	kieu beungeut hayang digaplok
fear	sieun kieu hujan bayu boy
anger	aing hayang neunggeul ti dieun jelema
anger	ijid anjing ka jelema anu sok panjang leungeun teh
joy	ngeunah seuri macaan nu parasea beda basa
joy	ucapan atoh pisan kaluar imah
fear	sarieun tea keur corona kieu kaluar
sadness	ngoceak ningali raga nu papisah jeung nyawa
