fear	jati ngarinding ngadenge lengser wengi
anger	teunggeul punukna ku gagang pacul
anger	mana jelemana mang podaran ku aing
fear	ngadegdeg miris barca keok
fear	loba anu labuh keueung ti dinya
fear	aing sieun ngasaan jiga di ditu anjing
anger	nyinyir terus nu baleg goblog babangus teh
joy	bagja urang ningali babaturan sukses
fear	komplek perumahan si uwa sarieun kieu
anger	rujit sia bebengok silaing siga takokak
anger	bodo kehed sia cicing wae anjing
anger	ti palih dinya beungeut hayang digaplok
anger	aing hayang ngagebug ieu jelema
anger	ijid anjing ka jelema anu sok panjang kokod teh
joy	ngeunah seuri macaan nu parasea beda basa
fear	sarieun tea keur corona kieu kaluar
joy	nuhun karita pamajikan seuseurian ningal nu baju beureum
sadness	ngoceak ningali raga nu papisah jeung nyawa
