anger	nu katoel katuhu nu nyerina kenca goblog wasitna nu bungkem
fear	asli nu jempling ngarinding ngadenge lengser wengi
joy	aslinya hayang seuri
anger	teunggeul punukna ku gagang pacul nu rea
fear	asa keueung di zaman sontoloyo
anger	mana jelemana mang nu sangheuk podaran ku aing
fear	ngadegdeg sieun barca nu tunggara eleh
joy	asa ragrag jajantung bingah ammarwatasuta nu cukup
fear	loba anu nu pikaseurieun labuh keueung kieu
fear	aing sieun ngasaan jiga kieu anjing nu lengkep
anger	nyinyir terus nu baleg goblog babangus teh
joy	bagja urang ningali babaturan nu hoream sukses
fear	aing sieun nu kejeng ngadenge suara ambulan
fear	goblok nu timburu ngadadak muringkak aing
fear	asa nu tibra sarieun kieu gusti
fear	komplek perumahan si uwa nu siwer sarieun kieu
anger	rujit sia beungeut sia siga takokak nu durjana
anger	belegug kehed sia cicing wae anjing nu sepa
fear	muringkak bulu kuduk nempoan foto di sleman nu adem
anger	eta beungeut hayang nu olah digaplok
fear	sieun kieu nu istimewa hujan angin boy
anger	aing hayang neunggeul ieu jelema nu mewah
anger	ijid anjing ka jelema anu sok panjang leungeun teh nu lancang
anger	bagong corona nyusahkeun pisan si anjing nu panghareupna
fear	dilegok demi nu ngabeukahan allah tatangga serem mang aduh ngadegdeg
joy	asa nu janggal sumringah kieu hate teh
fear	sieun nu tablo ngadenge sora bangkong jam sakieu
joy	ngeunah seuri nu parasea beda basa
fear	sararieun kieu gara gara nu awon covid-19
joy	sumpah nu geringan atoh pisan kaluar imah
fear	sarieun tea nu apdol keur corona kieu kaluar
joy	nuhun ieu nu manusiawi pamajikan seuseurian ningal nu acuk beureum
sadness	ngoceak ningali raga nu papisah jeung nyawa
