anger	nu pasti katoel katuhu nu nyerina kenca goblog wasitna
fear	asli keur ngarinding lengser wengi
joy	aslinya hayang bisi seuri
anger	asli tangkurakna hantem dirujadkeun areuweuh akhlakan
anger	kungsi teunggeul punukna ku gagang pacul
fear	asa baruk keueung di zaman sontoloyo
anger	mana jelemana mang meureun podaran ku aing
fear	ngadegdeg sieun barca bakal eleh
joy	asa keur ragrag jajantung bingah ammarwatasuta
fear	loba anu kudu labuh kieu
fear	aing sieun keur ngasaan jiga kieu anjing
anger	nyinyir geus terus nu carék ku baleg goblog babangus teh
joy	bagja urang kudu ningali babaturan sukses
fear	goblog paling geus hoream kudu ngadenge lengser wengi
fear	ngabirigidig sieun kana bedil gék sareng bedog
fear	aing sieun badé ngadenge suara ambulan
fear	goblok naker muringkak aing
fear	asa kacida sarieunna kieu gusti
fear	komplek perumahan si uwa kacida sarieunna kieu
anger	belegug kehed sia pasti cicing wae anjing
fear	muringkak bulu kuduk ngadadak nempoan foto di sleman
anger	naon si bagong teuing ku rujit sia hirup
anger	eta beungeut hayang meureun digaplok
fear	sieun kieu gék hujan angin boy
anger	aing hayang gék neunggeul ieu jelema
anger	ijid anjing ka jelema anu teuing panjang leungeun teh
anger	bagong corona baruk nyusahkeun pisan si anjing
fear	teu weléh dilegok demi allah tatangga serem mang aduh ngadegdeg
joy	asa kacida sumringahna kieu hate teh
fear	sieun euy hanas aya nu odp tatangga
fear	sieun bisi ngadenge sora bangkong jam sakieu
joy	ngeunah hanas seuri nu parasea beda basa
fear	muriding kudu ningali nu tabrakan
joy	asa bingah hantem ningal istri rambut pondok teh
joy	sumpah atoh pisan muga kaluar imah
fear	sarieun tea keur corona kieu sok kaluar
joy	nuhun ieu pamajikan badé seuseurian nu acuk beureum
sadness	meureun ngoceak raga nu papisah jeung nyawa
