anger	teunggeul punukna ku gagang pacul
anger	mana jelemana mang podaran ku aing
anger	nyinyir terus nu baleg goblog babangus teh
joy	bagja urang ningali babaturan sukses
fear	komplek perumahan si uwa sarieun kieu
anger	bodo kehed sia cicing wae anjing
anger	ijid anjing ka jelema anu sok panjang leungeun teh
joy	asa sumringah ti dinya hate teh
joy	ngeunah seuri macaan nu parasea beda basa
fear	sarieun tea keur corona hare-hare kaluar
joy	nuhun ieu pamajikan seuseurian ningal nu baju beureum
sadness	ngoceak ningali raga nu papisah jeung nyawa
