anger	sok geura leungit atuh sia teh corona matak gelo yeuh abdi unggal poe gogoleran
anger	sok geura leungit atuh sia teh corona matak gelo yeuh abdi unggal poe gogoleran
anger	nu katoel katuhu nu nyerina kiwa goblog wasitna
anger	nu katoel katuhu nu nyerina kiwa goblog wasitna
anger	nu katoel katuhu nu nyerina kenca wasitna
anger	nu katoel katuhu nu nyerina kenca wasitna
joy	bingah patepang pangerasa sing katampi kalayan pinuh midulur
joy	bingah patepang pangerasa sing katampi kalayan pinuh midulur
joy	atoh pisan patepang sareng pangerasa sing katampi kalayan pinuh midulur
joy	atoh pisan patepang sareng pangerasa sing katampi kalayan pinuh midulur
fear	hariwang kieu lalakon hirup teh nyorangan ieu mah
fear	hariwang kieu lalakon hirup teh nyorangan ieu mah
anger	orang mana sih anying sampis bunuh ae lah bunuh
anger	orang mana sih anying sampis bunuh ae lah bunuh
sadness	nya prihatin siih tp kedah kitu at pak bozz hapuntn abi kmh wntu
sadness	nya prihatin siih tp kedah kitu at pak bozz hapuntn abi kmh wntu
joy	sae nya kang ai ningal kompak kitu teh bingah ningal naged sok janten kangen ai emut bndung teh
joy	sae nya kang ai ningal kompak kitu teh bingah ningal naged sok janten kangen ai emut bndung teh
joy	alus nya kang ai tos ningal kompak kitu teh bingah ningal naged sok janten kangen ai emut bndung teh
joy	alus nya kang ai tos ningal kompak kitu teh bingah ningal naged sok janten kangen ai emut bndung teh
sadness	cai soca ngeclak mun emut kana dosa rumasa raga lamokot dosa ngungudag dunya taya reureuhna kabayang kumaha di alam baka
sadness	cai soca ngeclak mun inget kana dosa rumasa raga lamokot dosa ngungudag dunya taya reureuhna teu kabayang kumaha engke di alam baka
sadness	cai soca ngeclak mun emut kana dosa rumasa raga lamokot dosa ngungudag dunya taya reureuhna kabayang kumaha di alam baka
sadness	cai soca ngeclak mun inget kana dosa rumasa raga lamokot dosa ngungudag dunya taya reureuhna teu kabayang kumaha engke di alam baka
anger	gokar punteun buat yg masih pd nongkrong yg masih jalan gajelas punteun ieu mah ari anjeun goblog teuing sih anjeun terpapar korona di luar nu di imah ge beunang cik deudeuh ka diri sorangan teh gobloggg cicing heula saminggu mah dripda cicing di risolasi teu kaluar sateh
anger	gokar punteun buat yg masih pd nongkrong yg masih jalan gajelas punteun ieu mah ari sia sih sia terpapar korona di luar nu di imah ge beunang cik karunya ka diri sorangan teh gobloggg cicing saminggu mah dripda cicing di risolasi kaluar sateh
anger	gokar punteun buat yg masih pd nongkrong yg masih jalan gajelas punteun ieu mah ari anjeun goblog teuing sih anjeun terpapar korona di luar nu di bumi ge beunang cik karunya ka diri sorangan teh gobloggg cicing heula saminggu mah dripda cicing di risolasi teu kaluar sateh
anger	gokar punteun buat yg masih pd nongkrong yg masih jalan gajelas punteun ieu mah ari sia sih sia terpapar korona di luar nu di imah ge beunang cik karunya ka diri sorangan teh gobloggg cicing saminggu mah dripda cicing di risolasi kaluar sateh
anger	gokar punteun buat yg masih pd nongkrong yg masih jalan gajelas punteun ieu mah ari sia goblog teuing sih sia terpapar korona di luar nu di imah ge beunang cik karunya ka diri sorangan teh gobloggg cicing heula saminggu mah dripda cicing di risolasi teu kaluar sateh
anger	kumah pernahnya naik angkot dari cihampelas trs turun di baso bujangan kan rb aja ya manalagi aku pake seragam mah osok murah tpi akuteh ngasih rb da lagi bageur eh si mamang na kalah ngomong belegug budak teh kalah mere loba anjing euy dibere teh
anger	kumah pernahnya naik angkot dari cihampelas trs turun di baso jajaka kan rb aja ya manalagi aku pake seragam mah osok murah tpi akuteh ngasih rb da lagi bageur eh si mamang na kalah nyarios belegug budak teh kalah mere loba anjing pisan euy geus dibere teh
anger	kumah pernahnya naik angkot dari cihampelas trs turun di baso bujangan kan rb aja ya manalagi aku pake seragam mah osok murah tpi akuteh ngasih rb da lagi bageur eh si amang na kalah ngomong belegug budak teh kalah mere loba gogog pisan euy geus dibere teh
anger	kumah pernahnya naik angkot dari cihampelas trs turun di baso bujangan kan rb aja ya manalagi aku pake seragam mah osok murah tpi akuteh ngasih rb da lagi bageur eh si mamang na kalah ngomong belegug budak teh kalah mere loba anjing euy dibere teh
anger	kumah pernahnya naik angkot dari cihampelas trs turun di baso bujangan kan rb aja ya manalagi aku pake seragam mah osok murah tpi akuteh ngasih rb da lagi bageur eh si mamang na kalah ngomong belegug budak teh kalah mere loba anjing pisan euy geus dibere teh
anger	sorry kang abdi mah teu percaya ka hukum nu kieu patut hukum milik buruy kecebong nepi ka iraha oge teu rido teu sudi dilicikan teu hayang damai mun can jujur jeung adil aang teu kudu ngajak sadayana rakyat kudu sabalong jeung si abu janda embung geuleuh
anger	sorry kang abdi mah teu percaya ka hukum nu kieu patut hukum milik buruy kecebong nepi ka iraha oge teu rido teu sudi dilicikan teu daek damai mun can jujur jeung adil akang teu kudu ngajak kabeh rakyat kudu sabalong jeung si abu janda embung ijid
anger	sorry kang abdi mah percaya ka hukum nu kieu patut hukum milik buruy kecebong nepi ka iraha rido sudi dilicikan damai mun can jujur jeung adil akang ngajak kabeh rakyat sabalong jeung si abu janda geuleuh
anger	sorry kang abdi mah percaya ka hukum nu kieu patut hukum milik buruy kecebong nepi ka iraha rido sudi dilicikan damai mun can jujur jeung adil akang ngajak kabeh rakyat sabalong jeung si abu janda geuleuh
